page_number,text,token_count,embedding
1,Favourite recipes from all over the world  – easy to be prepared in Germany My favourite recipes My favourite recipes,29.25,"[-3.98610197e-02 -1.26488572e-02  2.95582451e-02  4.82212119e-02
  2.94717606e-02  6.92570060e-02  1.83503306e-03  6.76934002e-03
  5.15336171e-03 -4.55543883e-02  8.41677282e-03 -6.85350075e-02
 -2.24976167e-02 -5.05810939e-02  3.32603790e-03 -4.45111655e-02
  4.09054533e-02 -8.32507834e-02 -2.90145911e-02 -9.61133540e-02
 -7.13156164e-02  1.76442638e-02  7.51976520e-02  2.26155575e-02
  1.97143741e-02  2.80574076e-02  7.04121962e-02  1.24741700e-02
 -9.56825819e-03 -5.25686592e-02  2.43307720e-03  4.60780524e-02
  3.98463681e-02 -6.88588917e-02  3.50894406e-02 -1.35588916e-02
  3.16500068e-02 -6.26322851e-02 -5.24877105e-03  7.21627101e-03
 -5.62500656e-02 -3.69458199e-02  4.90646772e-02 -8.94914381e-03
 -3.44753601e-02  1.03567623e-01 -5.56456763e-03  4.80122566e-02
 -5.27584851e-02  1.00925244e-01 -2.28313599e-02 -2.61933226e-02
 -5.12055904e-02 -6.27501681e-02  6.80389330e-02 -4.40538712e-02
 -7.69264773e-02 -4.26322035e-03 -5.02205826e-02  8.20731670e-02
 -2.54874360e-02 -2.97450367e-02 -8.66185725e-02 -2.40136608e-02
  1.48738148e-02 -5.29216304e-02 -5.41068539e-02  7.47677982e-02
 -6.51775822e-02  1.13617638e-02 -3.87428850e-02  1.31968511e-02
 -9.82756726e-03  1.14106871e-01  2.60665826e-02 -4.85578515e-02
 -4.03956836e-03 -6.12632558e-02 -1.25396261e-02  1.69892632e-03
 -4.02244180e-02  2.46060304e-02  1.15991104e-02 -1.71618368e-02
 -1.98387336e-02 -4.50936295e-02  3.29445936e-02  1.62213370e-02
  1.03649803e-01 -4.06928845e-02  3.12434081e-02 -8.82625431e-02
 -2.26095668e-03  2.39601620e-02 -6.88096285e-02  6.97357999e-03
  1.30088374e-01 -2.44249720e-02 -2.24768240e-02 -9.81765240e-03
 -2.33457088e-02 -1.09467860e-02  2.38578729e-02  4.79121953e-02
 -1.64011046e-02  4.30727284e-03 -1.46038281e-02  3.28906439e-02
  7.29212537e-02 -2.03329958e-02 -2.76972819e-02  5.02391718e-02
 -9.30711441e-03 -1.00832179e-01 -3.09286788e-02 -6.38172999e-02
  7.29097873e-02 -7.52356201e-02  2.99871862e-02  4.46748920e-03
 -4.14579473e-02  2.64449213e-02 -3.78148654e-03  9.01308656e-02
 -6.29770830e-02  3.29707488e-02  5.43392375e-02 -2.35774339e-33
 -5.10625131e-02 -2.70589422e-02  2.08590068e-02  1.32661730e-01
  7.05959974e-03 -2.20141374e-02 -5.45496717e-02  1.65823586e-02
 -2.46357508e-02  4.48133843e-03  1.63377803e-02  2.82445401e-02
 -7.46976882e-02  1.08483434e-01  1.55203287e-02 -3.94029636e-03
  4.75005880e-02  5.93526941e-03  1.23712290e-02  3.29426974e-02
  1.53363552e-02 -2.05859300e-02  4.25849967e-02  4.67323773e-02
 -3.58190313e-02 -1.07511459e-02  8.66907910e-02 -3.50173749e-02
 -5.99773638e-02 -3.40523175e-03  9.51907113e-02 -6.08866364e-02
 -7.73426592e-02 -1.36782899e-01 -8.11832324e-02  4.77429703e-02
 -2.84469593e-02 -4.63147834e-02  9.48402472e-03  7.72154108e-02
  6.00818656e-02 -2.45076921e-02 -1.33624794e-02  3.51219019e-03
  7.85414502e-03  8.14930126e-02 -3.71985361e-02  1.68994330e-02
  9.00327116e-02 -8.98060054e-02 -3.03186867e-02 -2.88391318e-02
 -7.30350707e-03  4.80063334e-02  2.39518452e-02  9.17946324e-02
  1.91084631e-02  1.79625526e-02  3.57327089e-02 -2.93748938e-02
 -4.38942127e-02  9.37654078e-02 -4.28896807e-02 -5.39991707e-02
  2.49814298e-02  3.27082276e-02  2.26576291e-02 -1.88025273e-02
 -4.64697033e-02  8.64616856e-02 -7.64190108e-02 -1.93913449e-02
  3.89976129e-02 -7.87018985e-02 -5.93117625e-03  4.99248598e-03
  2.25205272e-02  2.10491698e-02  7.12988526e-02  2.22672541e-02
 -1.12180458e-03  3.98824625e-02 -5.17136119e-02 -3.08185108e-02
 -1.40552316e-02  1.44873150e-02 -5.72887436e-02 -7.04810172e-02
 -1.78390145e-02  8.33361298e-02 -7.29936957e-02 -3.47944186e-03
  8.83580148e-02 -2.82562301e-02 -1.43613920e-01 -7.21242559e-34
 -5.56299612e-02 -1.00140981e-01  2.84830593e-02  6.95995465e-02
  5.31635173e-02  7.25380844e-03 -7.14306012e-02  7.71349762e-03
 -2.61498187e-02 -1.80570632e-02 -6.57002777e-02 -2.90495530e-02
  2.59851124e-02 -4.55414003e-04 -9.56341773e-02  8.08928460e-02
 -1.19115449e-02  7.45983571e-02 -2.16956064e-02 -2.84425560e-02
 -6.33816794e-02  5.29986136e-02 -6.36400795e-03 -1.43867973e-02
 -5.51611371e-02  1.40125230e-02  2.25838888e-02  5.51203378e-02
 -3.30872126e-02 -4.86331284e-02 -4.38560396e-02 -7.07899109e-02
  3.48397344e-02 -7.37049729e-02 -5.86043373e-02  1.16658531e-01
 -9.93886515e-02 -1.00082476e-02 -2.58192280e-03  1.09619066e-01
 -2.49762572e-02  5.41292690e-02 -3.42273526e-02  4.95566167e-02
  2.92951940e-04 -1.86006706e-02 -7.06149340e-02 -1.14391688e-02
 -3.49201597e-02 -1.71789508e-02  7.27856308e-02 -7.38685429e-02
 -5.43714799e-02 -6.87974468e-02  1.22673553e-03  5.14052436e-02
 -8.75455979e-03 -3.88892666e-02  7.99967349e-02 -7.30691152e-03
 -5.68986721e-02  7.71700591e-02  3.10223643e-02  4.96823080e-02
  1.68290567e-02 -4.52772975e-02 -2.39176583e-02  1.10935159e-02
 -2.93158218e-02  2.80672498e-02 -3.85365710e-02  2.33770739e-02
  1.23984991e-02  2.07530502e-02  1.66859068e-02  4.44686692e-03
  6.49263337e-02  3.00433394e-02 -5.64600229e-02 -2.40055285e-02
 -2.92097940e-03 -1.32978745e-02 -9.96982027e-03  5.00893369e-02
  4.11077030e-02  3.35467309e-02  2.31345668e-02 -3.42234713e-03
  9.61587876e-02  6.45805746e-02 -3.13070905e-03  5.53546734e-02
  2.80882628e-03  7.86239356e-02  5.65359406e-02 -2.17552465e-08
  2.99336948e-02 -8.72503743e-02 -3.75013910e-02  9.00395289e-02
 -1.78529732e-02 -6.26772568e-02  5.62619185e-03 -4.79474850e-02
 -5.30569777e-02  3.58053707e-02 -2.28893068e-02  9.54102352e-02
 -5.13553321e-02  5.68219908e-02  4.56911176e-02 -2.85999533e-02
  1.76609345e-02  2.02923920e-02 -1.16592934e-02  4.19530757e-02
  2.96767540e-02  5.79686947e-02  8.06731284e-02 -7.21754581e-02
  3.99984829e-02 -1.62758045e-02 -3.83880325e-02 -2.74144802e-02
  3.71043757e-02 -3.63324187e-03 -4.81361197e-03  3.14278081e-02
  3.99198867e-02  1.10224955e-01 -3.48089151e-02 -3.88004370e-02
 -7.35554248e-02 -3.66312712e-02 -1.11936904e-01 -5.51470034e-02
 -2.08764244e-02 -4.85994555e-02 -2.11525746e-02 -1.06763439e-02
 -1.36934742e-01 -2.21200008e-02  3.32318097e-02 -9.44330450e-03
  5.63886128e-02  1.24498732e-01 -9.07716975e-02 -3.09862550e-02
  9.13344547e-02  4.39849421e-02  6.97205542e-03  7.34407976e-02
 -4.02245224e-02 -2.32036673e-02  8.59367251e-02 -2.84523293e-02
  6.59458712e-02  6.79759532e-02 -1.90504361e-02 -4.35946323e-02]"
2,"PREFACE My favourite recipe The University of Göttingen is characterised by  a particularly ”international spirit”, which is  reflected in various ways. We are involved in cooperative projects with  universities in 107 countries in Europe, Asia,  North and South America, as well as in Africa,  and are active in international networks such as  the U4 network, The Guild of European Research  Intensive Universities, the German-Japanese  HeKKSaGOn network and the Coimbra Group.  We lend strong support to students and resear­ chers by providing numerous scholarships for  international exchange. At the same time, we offer  more than 70 international study programmes to  make the location attractive for both international  and domestic students and researchers. Over 600  modules are taught in English.  Equally, the importance for the University of  Göttingen in maintaining an international  presence is demonstrated by the project ”Inter­ nationalisation of Curricula”. By integrating  global perspectives and international and inter- cultural dimensions into our study programmes,  we provide our students with an excellent and  unique preparation for the globalised world.",295.0,"[ 1.68058854e-02 -2.72758063e-02  3.69669311e-02 -5.15378229e-02
 -7.19259977e-02  8.75043124e-03 -6.66072741e-02 -1.12945689e-02
  3.48091014e-02  9.00988933e-03 -3.25307138e-02 -4.15622778e-02
 -2.96511855e-02 -6.28583180e-03 -7.18143135e-02 -5.62759563e-02
 -6.31168857e-02 -8.79606381e-02 -4.11217324e-02 -6.50708079e-02
 -2.32220273e-02 -6.28980696e-02  4.88944799e-02 -1.06584579e-02
  2.57432126e-02 -2.33379714e-02  4.12434153e-02 -1.04360729e-01
  3.09838876e-02 -1.73375327e-02  4.87770215e-02  6.15813397e-02
 -4.63398471e-02  3.11960038e-02  1.79129466e-02  3.72286923e-02
  5.00788353e-02 -5.89053817e-02  2.28585638e-02  6.96864799e-02
 -1.20376805e-02  6.35188520e-02  7.58399963e-02  2.42096242e-02
 -3.85333970e-02  1.64140132e-03 -2.37732497e-03  2.28027683e-02
 -7.69743547e-02  5.39720282e-02 -2.38833781e-02 -6.25870898e-02
  3.74671700e-03 -6.96736798e-02 -1.39320809e-02  1.06043871e-02
  4.17810939e-02 -4.59216209e-03 -3.25344652e-02 -3.25803570e-02
  2.10097227e-02 -4.53935042e-02  1.40660517e-02  6.23121560e-02
 -1.31226983e-02 -7.68251792e-02 -4.03124793e-03  1.35261819e-01
  1.89617872e-02  3.22131366e-02  9.82588083e-02 -7.37399608e-02
 -3.74003202e-02  6.98553249e-02  9.76345018e-02 -1.09149911e-03
 -3.08496989e-02 -2.90297344e-02  1.27886785e-02  2.02508941e-02
  8.50172713e-02  6.72787577e-02  4.68993075e-02 -8.34566727e-02
  2.70195529e-02 -9.99618322e-02  4.65500057e-02 -2.41465960e-02
 -5.51387900e-03  2.19499469e-02 -1.76668987e-02 -3.80985588e-02
  9.00540408e-03  6.93480372e-02 -4.78227204e-03 -3.08391750e-02
  3.69871184e-02  4.72775325e-02 -2.85286009e-02  5.91933206e-02
 -3.93481664e-02  1.21391580e-01  5.53396754e-02  4.31078076e-02
 -1.26544341e-01  2.57984512e-02 -8.08084384e-03  5.41227832e-02
  2.81831957e-02  2.48748884e-02 -5.58956601e-02 -5.25826355e-03
 -1.60699319e-02 -1.66904618e-04  8.02643690e-03 -3.40841748e-02
  9.13245380e-02 -9.52488557e-03  8.28309730e-02 -2.48856656e-02
 -3.69858667e-02  3.50054353e-02  3.40580530e-02 -5.79260290e-02
 -7.74467140e-02 -1.72355175e-02 -2.62664668e-02  5.15250398e-35
  7.14947097e-03  2.19230764e-02 -1.99500211e-02  6.77147210e-02
 -1.00515574e-01 -4.32287604e-02 -2.42364593e-02  9.84335169e-02
 -9.40195620e-02 -5.20862751e-02  1.81914140e-02  1.33746848e-01
  7.00220540e-02  1.01971790e-01  4.25335206e-03 -2.43420731e-02
  9.39516798e-02  3.69193708e-03  3.00984737e-02  1.86172836e-02
  4.81345765e-02 -5.23610301e-02  1.07381448e-01 -3.97357307e-02
  1.34786144e-02 -1.58939231e-02  3.70615423e-02 -1.41813671e-02
  3.97753194e-02  2.19034199e-02  3.83374020e-02  1.21756294e-03
 -6.70647100e-02 -2.30137296e-02  2.49893181e-02  6.03385083e-02
  9.94240027e-03 -4.23125513e-02  5.04592583e-02  4.97208200e-02
  8.32086150e-03  6.45900262e-04 -2.55959854e-02  1.41478898e-02
  7.06055462e-02  3.71117480e-02  3.60925304e-04  2.80775949e-02
  4.95035350e-02 -5.59044965e-02 -9.27483514e-02 -5.86004071e-02
 -6.06221613e-04 -2.29140650e-02  9.56348255e-02  1.06228575e-01
  9.77033377e-03  4.51174639e-02 -1.60527546e-02 -1.60038516e-01
 -4.53333072e-02  5.18696522e-03 -4.73821461e-02  6.38490766e-02
  2.10933536e-02  1.76358465e-02 -4.55884188e-02 -5.35742864e-02
  6.20219149e-02 -7.52926767e-02 -1.25298455e-01 -4.13830988e-02
  6.93035126e-02 -3.50496657e-02 -1.83254294e-02  4.08083461e-02
 -4.52240743e-02 -3.22378017e-02  1.38720619e-02  6.14752062e-02
 -8.10910836e-02 -6.31115288e-02 -2.80127246e-02 -3.21973022e-03
  4.75811958e-02  4.45164181e-03  8.02001804e-02  1.75085757e-03
  6.05795793e-02  1.96680706e-02  1.19446230e-03  3.44221690e-03
 -1.85817350e-02 -8.83089285e-03 -2.92231217e-02 -3.26590608e-33
  5.09224236e-02 -5.51251359e-02 -3.94582190e-02 -2.15895800e-03
  4.88000661e-02  4.28734012e-02 -9.84672178e-03  2.98580825e-02
 -4.87630144e-02 -1.57389995e-02 -6.96676550e-03 -1.20952927e-01
  6.28637150e-02  4.62358408e-02 -2.19439473e-02 -5.03092781e-02
  4.96815108e-02 -1.42434565e-02 -5.49433641e-02  1.64886285e-02
  8.94081686e-03 -1.26078352e-02 -3.57499383e-02 -7.08715171e-02
 -2.68829688e-02 -5.19107096e-02  3.67677622e-02 -3.20320129e-02
 -5.13539277e-02  3.42419632e-02  1.32757686e-02  2.60777380e-02
 -2.47542299e-02  2.43239105e-02 -8.95659998e-02  1.25099078e-01
 -1.22977253e-02 -6.99490448e-03 -6.03703968e-02  3.92666459e-02
 -8.20492115e-03  2.44378280e-02 -7.88734779e-02 -2.44899420e-03
  4.44633290e-02  3.64495143e-02 -1.32150039e-01  5.58697470e-02
 -9.26659182e-02 -2.92518325e-02  8.88273865e-03  2.55139228e-02
  2.57696044e-02 -8.66072178e-02  1.24531858e-01 -1.79048683e-02
  1.94224641e-02 -8.90771672e-02 -3.74210887e-02  1.47703821e-02
  4.16029021e-02 -2.27997024e-02  2.01958939e-02  2.45087035e-02
 -9.54242796e-02 -7.20406845e-02  7.98890274e-03  1.12854220e-01
 -5.02942652e-02 -1.08655496e-03  1.77058484e-02  5.04495110e-03
 -2.67153010e-02 -6.90184012e-02 -1.01703061e-02  3.71805988e-02
 -3.18810195e-02 -1.84981823e-02 -1.51647590e-02 -2.49883719e-02
 -4.81388196e-02 -3.49904224e-02  5.01200929e-02  3.24021503e-02
  1.26082674e-01 -1.07565662e-03 -1.40964892e-02  6.19098544e-02
  7.64639676e-02 -1.38303842e-02 -1.08469250e-02  4.16087685e-03
 -2.50365529e-02 -3.79589982e-02  6.44754618e-03 -5.04610611e-08
 -6.40620813e-02  9.03413072e-03 -1.66496467e-02  1.14705011e-01
 -9.59445015e-02 -5.53892031e-02 -7.49325827e-02 -4.11419310e-02
 -2.06962489e-02  6.51590154e-02 -7.60316625e-02  1.16785278e-03
 -7.08387792e-02  1.97850633e-02  1.39212108e-03  3.21008787e-02
 -2.82020010e-02  6.64499449e-03  3.72414328e-02  3.62326540e-02
 -2.09611263e-02  5.28700789e-03  5.05934358e-02  3.20820371e-03
 -9.98959132e-03  6.29969090e-02  6.86051976e-03 -1.91309974e-02
 -3.67413983e-02 -9.91264433e-02 -3.43663320e-02  1.64353848e-02
 -9.87030659e-03 -4.13097814e-02 -5.44281192e-02  2.28625834e-02
  3.97948287e-02  1.59751009e-02  1.31675787e-02 -4.00459254e-03
  1.37580950e-02 -7.55452588e-02 -2.42252089e-02  3.57009051e-03
  3.91986482e-02  1.57115255e-02 -5.11498237e-03  5.89039177e-02
  6.85312785e-03  5.79025336e-02 -1.35773465e-01  1.52159552e-03
 -4.32039872e-02 -2.69452389e-02  5.53127602e-02  8.47809017e-02
 -6.89964518e-02 -4.11260910e-02 -1.19338417e-02  3.29968929e-02
  7.68818185e-02 -6.94774911e-02 -7.55369142e-02 -4.31714505e-02]"
3,"PREFACE The number of international students and re- searchers at our university reflects our idea of  ourselves as an internationally prestigious univer- sity. 18% of our teachers and staff and about 13%  of our students come from over 130 countries.  We all benefit from this diversity in research and  teaching, where we can learn from each other  and broaden our horizons. We are proud to be  the academic home of so many international  students, scientists and scholars!  The broad international diversity of our university  is reflected in our international cookbook. The  Human Resources Department, Corporate Health  Management and the University of Göttingen’s  Welcome Centre asked our international em­ ployees, scientists and guests to submit their  favourite recipes to us. In this collection of  recipes, you will find the most popular dishes  from a total of 54 countries and can learn more  about the people.  We hope you enjoy trying out these recipes  and wish you bon appetit! Prof. Dr. Hiltraud Casper-Hehne  Vice-President for International Affairs 3",267.75,"[-7.70807499e-03  2.47783735e-02  3.42395790e-02  1.78561285e-02
 -1.57220941e-02 -1.07269427e-02 -3.12549584e-02 -4.60637696e-02
  7.70260114e-03 -4.84051146e-02  3.45372222e-02 -7.83027485e-02
 -7.64559656e-02 -4.25088033e-02 -2.38062777e-02 -6.84384927e-02
  3.75021137e-02 -7.76229650e-02 -4.78645712e-02 -5.69702387e-02
 -2.96163671e-02  2.21871492e-02  1.01460852e-01  2.85023041e-02
 -2.83280369e-02  2.75563989e-02  5.55347838e-02 -8.75308290e-02
 -3.91149856e-02 -6.41963556e-02  8.46076384e-02  3.96559238e-02
  1.81153473e-02 -7.28743523e-02  5.63803688e-02 -2.63304263e-03
  4.99442071e-02 -6.91238716e-02  3.57054435e-02  5.31996042e-02
 -1.28028356e-02 -2.31406409e-02  6.35905713e-02  1.40692052e-02
 -1.30049968e-02  1.15471240e-02 -3.91112342e-02  3.21101174e-02
 -4.16163821e-03  6.63507357e-02 -6.45016208e-02 -3.60483900e-02
  6.68527791e-03 -1.02950267e-01  1.59104019e-02 -7.08285868e-02
  2.63881143e-02 -4.11452428e-02 -5.85847832e-02  3.98505665e-02
 -2.22771429e-02 -1.44396555e-02 -4.15621232e-03  4.73335236e-02
  1.05411932e-02 -1.31550089e-01 -3.91654186e-02  8.98020864e-02
 -4.81572263e-02  1.11456867e-02  6.55333046e-03 -4.83594351e-02
  1.81706529e-02  1.21633627e-01  6.91702068e-02  9.11644078e-04
  3.69195007e-02 -5.77736571e-02  2.36316044e-02  2.11667195e-02
  4.51128110e-02  3.98622341e-02  5.85431941e-02  2.57863346e-02
 -1.20608686e-02 -9.01534110e-02  2.38195844e-02  2.32801326e-02
 -2.40936596e-02  1.49745597e-02 -3.47485882e-03 -2.17121895e-02
  5.71195222e-02  1.29683418e-02 -1.42845819e-02  1.31206904e-02
  6.30956562e-03  4.49172743e-02 -4.74584252e-02  2.79884282e-02
 -8.21749046e-02  4.23446074e-02 -7.31192948e-03  1.16977887e-03
 -1.12664402e-01 -3.37800905e-02 -4.76055145e-02  9.30585247e-03
  1.09314509e-01  3.14156190e-02 -5.03529049e-02  3.55257802e-02
 -1.01617657e-01 -5.75559698e-02 -2.12749317e-02 -7.15074986e-02
  1.15090318e-01 -8.88217241e-02  4.90001496e-03 -4.32826541e-02
 -2.86283921e-02  3.88925113e-02 -4.72188368e-02 -6.27349783e-03
 -5.18209189e-02 -3.53689566e-02  1.11537240e-02  3.38087383e-33
 -1.10011501e-02  4.63724621e-02  7.10738897e-02  1.02964923e-01
  2.68514385e-03 -5.64308502e-02 -9.62232575e-02  2.15700958e-02
 -5.21500260e-02  3.43579836e-02 -2.17468999e-02  3.69594693e-02
 -2.03072168e-02  1.13513388e-01 -5.44789759e-03 -1.48475058e-02
  3.71839921e-03  1.40937222e-02  2.09307726e-02  7.40938336e-02
  8.95031728e-03 -4.18492071e-02  8.92833546e-02  2.89539322e-02
 -2.38247551e-02  4.15486619e-02  2.52879448e-02 -4.04521212e-04
  5.77565469e-02 -7.70427985e-03  3.65781374e-02 -2.66648475e-02
 -8.54852796e-02 -9.68145058e-02 -3.73644866e-02  4.60225157e-02
 -3.10090818e-02 -5.37237041e-02 -1.61954053e-02  7.29621053e-02
  3.31074968e-02  7.67265772e-03  2.74595842e-02  5.29911853e-02
  3.97020727e-02  8.55320916e-02 -2.59897485e-03  3.45430002e-02
  5.07793687e-02 -4.24802341e-02 -8.58135074e-02 -2.85479557e-02
  4.14403826e-02  2.13447716e-02  7.50882998e-02  3.99834700e-02
  2.78812069e-02  5.29218912e-02 -8.67008325e-03 -1.11056812e-01
 -3.02654952e-02  7.79495165e-02 -8.26878101e-02  5.55223748e-02
  9.31948796e-03  3.16495225e-02 -3.88139412e-02 -2.61011943e-02
  2.32572947e-02 -1.66898612e-02 -1.64897293e-02  1.89728793e-02
  4.49971147e-02 -3.05899531e-02 -2.99326070e-02  3.62049043e-02
  4.36470984e-03 -3.67421433e-02  7.60599822e-02 -3.30828950e-02
 -1.75145715e-02 -2.91918274e-02 -4.19672392e-02 -2.07477994e-02
 -8.54987949e-02  3.61962356e-02  1.63337048e-02 -3.28828469e-02
  6.10576458e-02  7.78888017e-02 -3.39625962e-02 -4.80717830e-02
  6.62159547e-02  3.75738367e-02 -1.30882740e-01 -7.32843733e-33
  1.54339569e-02 -7.48751089e-02 -4.82985154e-02  6.00865064e-03
  7.89261162e-02 -6.07623858e-03 -9.85476002e-03  6.47667050e-02
 -2.81051639e-03 -5.21897003e-02 -6.86314749e-03 -6.96142912e-02
  1.65302958e-02  4.97359270e-03 -5.47241494e-02  8.33956897e-02
  7.73015916e-02  1.00059576e-01 -7.55478814e-02 -4.89980429e-02
 -3.38679664e-02  7.30438530e-02  1.67571232e-02  2.09463276e-02
 -7.54574761e-02  4.76029888e-02  1.21858805e-01 -1.54832918e-02
 -7.65615180e-02 -2.23162454e-02 -3.44965681e-02 -2.30963584e-02
 -2.48577148e-02  2.67638471e-02 -8.32149461e-02  1.20709851e-01
 -5.51369078e-02 -4.04712707e-02 -5.88161573e-02  8.66014510e-02
 -5.33748185e-04  8.08967929e-03 -7.43189529e-02  2.89849769e-02
  3.44746187e-02  1.93173308e-02 -1.09196141e-01 -1.89088751e-02
 -5.25929667e-02 -9.04032961e-03  4.64156121e-02 -4.10063714e-02
 -8.66637900e-02 -6.61637187e-02  8.25443026e-03  6.15921570e-03
  2.99319606e-02 -7.18711019e-02  1.51333455e-02 -3.01200785e-02
 -5.11099249e-02  5.47019430e-02  7.47002754e-03  4.08159904e-02
 -1.51191326e-02 -8.77078325e-02 -1.12774968e-02  2.77221706e-02
 -2.18594894e-02  6.63909689e-03  4.91925143e-02 -1.22366054e-03
 -1.99632160e-02 -3.24136578e-02 -9.97847412e-03  8.08791723e-03
 -2.00465433e-02 -5.91922998e-02 -5.98764867e-02 -2.67007668e-02
 -6.46534339e-02 -7.62584731e-02 -2.50193640e-03  5.84606640e-02
  7.31696784e-02  2.93756444e-02 -5.29866070e-02 -1.25166075e-02
  6.46267682e-02  9.03499573e-02 -4.86915335e-02  3.86584885e-02
 -5.74682327e-03 -3.03659365e-02  3.43784541e-02 -6.07319990e-08
  9.98092890e-02 -7.66988173e-02 -5.75979380e-03  1.28155515e-01
 -8.00253749e-02 -7.82750100e-02 -3.76898237e-02 -4.38785814e-02
  5.50497323e-03  7.69257322e-02 -7.09229261e-02  6.50458112e-02
 -5.52069694e-02  1.92099549e-02  4.30156887e-02  5.20127751e-02
 -6.14926033e-03  5.82378060e-02 -4.38405573e-02 -4.46373485e-02
 -9.04050749e-03  2.12852899e-02  5.73144518e-02 -3.80925983e-02
 -8.64377804e-03  3.64993862e-03 -3.00350878e-02  8.18138302e-04
  2.94494797e-02 -3.87035795e-02 -5.83750010e-02  5.47497384e-02
 -5.80489151e-02  7.50326458e-03 -5.28878160e-03 -3.86124365e-02
 -1.04138451e-02 -6.07561804e-02  9.54870228e-03  1.56204747e-02
 -9.55293328e-02 -9.22260359e-02 -2.59732138e-02  4.76606488e-02
 -3.41698527e-02 -2.45217774e-02 -7.14851962e-03  1.15966000e-01
  3.55027802e-02  5.43088615e-02 -4.12307084e-02 -1.02984374e-02
  2.64498610e-02  4.17925380e-02 -9.83786397e-03  6.67119473e-02
 -6.07347377e-02 -6.05755718e-03  6.77378178e-02 -8.83826893e-03
  1.23528659e-01 -6.71364516e-02 -4.57229391e-02 -2.39677839e-02]"
